0013a200409c1683/0x3bd/temp,1504965327518,35.28
0013a200409c1683/0x3bd/temp,1504965337623,35.28
0013a200409c1683/0x3bd/temp,1504965347734,35.77
0013a200409c1683/0x3bd/temp,1504965357832,35.77
0013a200409c1683/0x3bd/temp,1504965367936,35.28
0013a200409c1683/0x3bd/temp,1504965378041,34.79
0013a200409c1683/0x3bd/temp,1504965398251,35.28
0013a200409c1683/0x3bd/temp,1504965408356,35.77
0013a200409c1683/0x3bd/temp,1504965418462,35.28
0013a200409c1683/0x3bd/temp,1504965438683,35.77
0013a200409c1683/0x3bd/temp,1504965448776,35.77
0013a200409c1683/0x3bd/temp,1504965458881,35.77
0013a200409c1683/0x3bd/temp,1504965468985,35.28
0013a200409c1683/0x3bd/temp,1504965479091,35.77
0013a200409c1683/0x3bd/temp,1504965489194,35.77
0013a200409c1683/0x3bd/temp,1504965519529,35.28
0013a200409c1683/0x3bd/temp,1504965539729,35.77
0013a200409c1683/0x3bd/temp,1504965549833,35.77
0013a200409c1683/0x3bd/temp,1504965559957,35.77
0013a200409c1683/0x3bd/temp,1504965570043,35.77
0013a200409c1683/0x3bd/temp,1504965580160,35.28
0013a200409c1683/0x3bd/temp,1504965590263,35.77
0013a200409c1683/0x3bd/temp,1504965600367,35.77
0013a200409c1683/0x3bd/temp,1504965610473,35.28
0013a200409c1683/0x3bd/temp,1504965620578,35.77
0013a200409c1683/0x3bd/temp,1504965650893,35.77
0013a200409c1683/0x3bd/temp,1504965660998,35.77
0013a200409c1683/0x3bd/temp,1504965671123,35.77
0013a200409c1683/0x3bd/temp,1504965681228,35.77
0013a200409c1683/0x3bd/temp,1504965691347,35.77
0013a200409c1683/0x3bd/temp,1504965701498,35.28
0013a200409c1683/0x3bd/temp,1504965731787,35.77
0013a200409c1683/0x3bd/temp,1504965741891,35.77
0013a200409c1683/0x3bd/temp,1504965752016,35.77
0013a200409c1683/0x3bd/temp,1504965762120,35.77
0013a200409c1683/0x3bd/temp,1504965792454,35.77
0013a200409c1683/0x3bd/temp,1504965802560,35.77
0013a200409c1683/0x3bd/temp,1504965812664,35.28
0013a200409c1683/0x3bd/temp,1504965822769,35.77
0013a200409c1683/0x3bd/temp,1504965832900,35.77
0013a200409c1683/0x3bd/temp,1504965842984,35.77
0013a200409c1683/0x3bd/temp,1504965853090,35.77
0013a200409c1683/0x3bd/temp,1504965863214,35.77
0013a200409c1683/0x3bd/temp,1504965893523,35.77
0013a200409c1683/0x3bd/temp,1504965903643,35.77
0013a200409c1683/0x3bd/temp,1504965944044,35.77
0013a200409c1683/0x3bd/temp,1504965954148,35.77
