0013a200409c1683/0x3bd/sound,1504965327518,32.0
0013a200409c1683/0x3bd/sound,1504965337623,32.0
0013a200409c1683/0x3bd/sound,1504965347735,32.0
0013a200409c1683/0x3bd/sound,1504965357832,32.0
0013a200409c1683/0x3bd/sound,1504965367937,32.0
0013a200409c1683/0x3bd/sound,1504965378042,32.0
0013a200409c1683/0x3bd/sound,1504965398251,48.0
0013a200409c1683/0x3bd/sound,1504965408357,38.0
0013a200409c1683/0x3bd/sound,1504965418462,32.0
0013a200409c1683/0x3bd/sound,1504965438683,50.0
0013a200409c1683/0x3bd/sound,1504965448776,32.0
0013a200409c1683/0x3bd/sound,1504965458882,32.0
0013a200409c1683/0x3bd/sound,1504965468985,32.0
0013a200409c1683/0x3bd/sound,1504965479092,59.0
0013a200409c1683/0x3bd/sound,1504965489195,38.0
0013a200409c1683/0x3bd/sound,1504965519529,32.0
0013a200409c1683/0x3bd/sound,1504965539729,50.0
0013a200409c1683/0x3bd/sound,1504965549833,32.0
0013a200409c1683/0x3bd/sound,1504965559957,32.0
0013a200409c1683/0x3bd/sound,1504965570043,32.0
0013a200409c1683/0x3bd/sound,1504965580160,32.0
0013a200409c1683/0x3bd/sound,1504965590263,32.0
0013a200409c1683/0x3bd/sound,1504965600367,32.0
0013a200409c1683/0x3bd/sound,1504965610473,32.0
0013a200409c1683/0x3bd/sound,1504965620578,32.0
0013a200409c1683/0x3bd/sound,1504965650894,52.0
0013a200409c1683/0x3bd/sound,1504965660998,38.0
0013a200409c1683/0x3bd/sound,1504965671124,32.0
0013a200409c1683/0x3bd/sound,1504965681228,32.0
0013a200409c1683/0x3bd/sound,1504965691348,32.0
0013a200409c1683/0x3bd/sound,1504965701498,32.0
0013a200409c1683/0x3bd/sound,1504965731787,50.0
0013a200409c1683/0x3bd/sound,1504965741891,32.0
0013a200409c1683/0x3bd/sound,1504965752016,32.0
0013a200409c1683/0x3bd/sound,1504965762120,32.0
0013a200409c1683/0x3bd/sound,1504965792454,50.0
0013a200409c1683/0x3bd/sound,1504965802560,32.0
0013a200409c1683/0x3bd/sound,1504965812665,32.0
0013a200409c1683/0x3bd/sound,1504965822769,32.0
0013a200409c1683/0x3bd/sound,1504965832901,32.0
0013a200409c1683/0x3bd/sound,1504965842984,32.0
0013a200409c1683/0x3bd/sound,1504965853090,32.0
0013a200409c1683/0x3bd/sound,1504965863214,32.0
0013a200409c1683/0x3bd/sound,1504965893523,50.0
0013a200409c1683/0x3bd/sound,1504965903643,32.0
0013a200409c1683/0x3bd/sound,1504965944045,32.0
0013a200409c1683/0x3bd/sound,1504965954148,38.0
0013a200409c1683/0x3bd/sound,1504965994568,50.0
0013a200409c1683/0x3bd/sound,1504966004671,38.0
0013a200409c1683/0x3bd/sound,1504966014803,32.0
0013a200409c1683/0x3bd/sound,1504966024886,32.0
0013a200409c1683/0x3bd/sound,1504966055200,32.0
0013a200409c1683/0x3bd/sound,1504966065328,32.0
0013a200409c1683/0x3bd/sound,1504966075434,32.0
0013a200409c1683/0x3bd/sound,1504966095642,50.0
0013a200409c1683/0x3bd/sound,1504966105747,32.0
0013a200409c1683/0x3bd/sound,1504966115909,32.0
0013a200409c1683/0x3bd/sound,1504966125974,32.0
0013a200409c1683/0x3bd/sound,1504966136084,32.0
0013a200409c1683/0x3bd/sound,1504966146190,32.0
0013a200409c1683/0x3bd/sound,1504966156294,32.0
0013a200409c1683/0x3bd/sound,1504966166401,38.0
0013a200409c1683/0x3bd/sound,1504966196714,52.0
0013a200409c1683/0x3bd/sound,1504966206834,32.0
0013a200409c1683/0x3bd/sound,1504966216945,32.0
0013a200409c1683/0x3bd/sound,1504966227050,50.0
0013a200409c1683/0x3bd/sound,1504966237154,32.0
0013a200409c1683/0x3bd/sound,1504966257363,50.0
0013a200409c1683/0x3bd/sound,1504966267469,32.0
0013a200409c1683/0x3bd/sound,1504966287678,52.0
0013a200409c1683/0x3bd/sound,1504966297783,32.0
0013a200409c1683/0x3bd/sound,1504966307912,32.0
0013a200409c1683/0x3bd/sound,1504966317991,32.0
0013a200409c1683/0x3bd/sound,1504966328097,38.0
0013a200409c1683/0x3bd/sound,1504966348309,52.0
0013a200409c1683/0x3bd/sound,1504966358420,32.0
0013a200409c1683/0x3bd/sound,1504966388739,32.0
0013a200409c1683/0x3bd/sound,1504966398839,32.0
0013a200409c1683/0x3bd/sound,1504966408948,32.0
0013a200409c1683/0x3bd/sound,1504966419059,32.0
0013a200409c1683/0x3bd/sound,1504966449391,52.0
0013a200409c1683/0x3bd/sound,1504966459496,32.0
0013a200409c1683/0x3bd/sound,1504966479707,50.0
0013a200409c1683/0x3bd/sound,1504966489812,32.0
0013a200409c1683/0x3bd/sound,1504966510045,32.0
0013a200409c1683/0x3bd/sound,1504966520149,32.0
0013a200409c1683/0x3bd/sound,1504966530255,32.0
0013a200409c1683/0x3bd/sound,1504966540360,32.0
0013a200409c1683/0x3bd/sound,1504966550464,32.0
0013a200409c1683/0x3bd/sound,1504966560570,32.0
0013a200409c1683/0x3bd/sound,1504966580780,50.0
0013a200409c1683/0x3bd/sound,1504966590895,32.0
0013a200409c1683/0x3bd/sound,1504966601010,32.0
0013a200409c1683/0x3bd/sound,1504966611107,32.0
